sample_id,play_id,game_id,week,posteam,defteam,down,play_type,shotgun,formation,formation_playtype,yards_gained,epa,success
sample_05,2738,2022_14_JAX_TEN,14,JAX,TEN,1.0,pass,0,under_center,under_center_pass,21.0,1.521135280141607,1.0
sample_05,2213,2022_05_PIT_BUF,5,PIT,BUF,1.0,pass,0,under_center,under_center_pass,23.0,1.6297982258256525,1.0
sample_05,2774,2022_14_MIA_LAC,14,MIA,LAC,2.0,run,0,under_center,under_center_run,0.0,-1.2510489670094105,0.0
sample_05,1625,2022_10_DET_CHI,10,CHI,DET,2.0,run,0,under_center,under_center_run,0.0,-0.6913445084355772,0.0
sample_05,1553,2022_03_SF_DEN,3,DEN,SF,1.0,run,0,under_center,under_center_run,-6.0,-1.1894720679265447,0.0
sample_05,1724,2022_13_KC_CIN,13,CIN,KC,3.0,run,0,under_center,under_center_run,0.0,-2.0531800785684027,0.0
sample_05,4794,2022_01_IND_HOU,1,HOU,IND,3.0,run,0,under_center,under_center_run,-2.0,-1.6704120903741568,0.0
sample_05,2947,2022_08_TEN_HOU,8,TEN,HOU,2.0,run,0,under_center,under_center_run,0.0,-0.893751120660454,0.0
sample_05,2080,2022_11_TEN_GB,11,GB,TEN,2.0,run,0,under_center,under_center_run,-4.0,-1.3025480571086518,0.0
sample_05,2332,2022_16_WAS_SF,16,WAS,SF,4.0,run,0,under_center,under_center_run,0.0,-3.3045572206610814,0.0
sample_05,3776,2022_11_DAL_MIN,11,DAL,MIN,2.0,run,0,under_center,under_center_run,-1.0,-1.0449144098674878,0.0
sample_05,2503,2022_15_DET_NYJ,15,NYJ,DET,1.0,run,0,under_center,under_center_run,0.0,-0.5805362863466144,0.0
sample_05,3435,2022_09_MIA_CHI,9,MIA,CHI,1.0,run,0,under_center,under_center_run,-1.0,-0.4782260304782539,0.0
sample_05,3899,2022_01_PHI_DET,1,PHI,DET,3.0,run,1,shotgun,shotgun_run,2.0,-0.9252565084025264,0.0
sample_05,2065,2022_16_HOU_TEN,16,TEN,HOU,1.0,run,1,shotgun,shotgun_run,-1.0,-0.7922768509015441,0.0
sample_05,2918,2022_11_PHI_IND,11,PHI,IND,2.0,pass,1,shotgun,shotgun_pass,22.0,2.886341634148266,1.0
sample_05,617,2022_21_CIN_KC,21,KC,CIN,2.0,pass,1,shotgun,shotgun_pass,18.0,1.5609245448140427,1.0
sample_05,4082,2022_15_PHI_CHI,15,CHI,PHI,1.0,pass,1,shotgun,shotgun_pass,35.0,3.982169351249468,1.0
sample_05,791,2022_03_PIT_CLE,3,PIT,CLE,2.0,pass,1,shotgun,shotgun_pass,36.0,2.512983620283194,1.0
sample_05,1973,2022_13_LAC_LV,13,LV,LAC,1.0,pass,1,shotgun,shotgun_pass,36.0,1.3223779327236116,1.0
sample_05,3404,2022_11_LV_DEN,11,DEN,LV,1.0,pass,1,shotgun,shotgun_pass,21.0,1.362564383307472,1.0
sample_05,1483,2022_06_SF_ATL,6,ATL,SF,2.0,pass,1,shotgun,shotgun_pass,20.0,1.311678913247306,1.0
sample_05,2876,2022_06_BUF_KC,6,KC,BUF,1.0,pass,1,shotgun,shotgun_pass,41.0,2.731719962670468,1.0
sample_05,1622,2022_04_DEN_LV,4,DEN,LV,1.0,pass,1,shotgun,shotgun_pass,20.0,2.6963990731164813,1.0
sample_05,531,2022_10_ATL_CAR,10,ATL,CAR,3.0,pass,1,shotgun,shotgun_pass,19.0,2.722896676277742,1.0
sample_05,972,2022_13_DEN_BAL,13,BAL,DEN,2.0,pass,1,shotgun,shotgun_pass,22.0,1.7297632221598178,1.0
sample_05,1394,2022_18_HOU_IND,18,IND,HOU,4.0,pass,1,shotgun,shotgun_pass,27.0,4.305310366267804,1.0
sample_05,3451,2022_03_SF_DEN,3,DEN,SF,3.0,pass,1,shotgun,shotgun_pass,27.0,2.9619822399690747,1.0
sample_05,446,2022_03_GB_TB,3,GB,TB,3.0,pass,1,shotgun,shotgun_pass,17.0,2.050453787611332,1.0
sample_05,3107,2022_02_NE_PIT,2,NE,PIT,3.0,pass,1,shotgun,shotgun_pass,15.0,2.3399319269228727,1.0
