sample_id,play_id,game_id,week,posteam,defteam,down,play_type,shotgun,formation,formation_playtype,yards_gained,epa,success
sample_07,1046,2022_05_TEN_WAS,5,WAS,TEN,1.0,pass,0,under_center,under_center_pass,75.0,5.820875633042306,1.0
sample_07,1417,2022_18_TEN_JAX,18,JAX,TEN,1.0,pass,0,under_center,under_center_pass,25.0,3.152788255654741,1.0
sample_07,2269,2022_18_HOU_IND,18,HOU,IND,1.0,run,0,under_center,under_center_run,-1.0,-0.9637752932030708,0.0
sample_07,1209,2022_12_NYG_DAL,12,NYG,DAL,1.0,run,0,under_center,under_center_run,0.0,-0.2517031730385497,0.0
sample_07,4034,2022_10_MIN_BUF,10,MIN,BUF,1.0,run,0,under_center,under_center_run,-3.0,-1.3523900235595647,0.0
sample_07,2401,2022_20_CIN_BUF,20,BUF,CIN,1.0,run,0,under_center,under_center_run,-2.0,-0.869545764173381,0.0
sample_07,3814,2022_03_SF_DEN,3,DEN,SF,2.0,run,0,under_center,under_center_run,0.0,-0.4172359347576275,0.0
sample_07,928,2022_03_NO_CAR,3,CAR,NO,2.0,run,0,under_center,under_center_run,0.0,-0.7045488792937249,0.0
sample_07,193,2022_05_DET_NE,5,DET,NE,4.0,run,0,under_center,under_center_run,0.0,-3.266641009133309,0.0
sample_07,3315,2022_12_LV_SEA,12,LV,SEA,4.0,run,0,under_center,under_center_run,-1.0,-3.3976749738212675,0.0
sample_07,2336,2022_05_SF_CAR,5,CAR,SF,,run,0,under_center,under_center_run,0.0,-0.947,0.0
sample_07,2104,2022_18_LA_SEA,18,SEA,LA,1.0,run,0,under_center,under_center_run,-1.0,-0.9880577521398664,0.0
sample_07,3838,2022_17_NYJ_SEA,17,SEA,NYJ,2.0,run,0,under_center,under_center_run,-3.0,-0.9554795573349112,0.0
sample_07,3342,2022_18_CAR_NO,18,NO,CAR,2.0,run,1,shotgun,shotgun_run,-2.0,-0.7717631363775581,0.0
sample_07,1224,2022_17_IND_NYG,17,NYG,IND,1.0,run,1,shotgun,shotgun_run,-1.0,-0.6737090572714806,0.0
sample_07,2561,2022_02_WAS_DET,2,WAS,DET,1.0,pass,1,shotgun,shotgun_pass,35.0,2.225998501526192,1.0
sample_07,3817,2022_14_MIN_DET,14,MIN,DET,3.0,pass,1,shotgun,shotgun_pass,15.0,2.986051505547948,1.0
sample_07,2706,2022_08_CHI_DAL,8,DAL,CHI,3.0,pass,1,shotgun,shotgun_pass,30.0,3.200600190786645,1.0
sample_07,3734,2022_15_IND_MIN,15,MIN,IND,1.0,pass,1,shotgun,shotgun_pass,19.0,1.1232266722945496,1.0
sample_07,2358,2022_14_PHI_NYG,14,NYG,PHI,1.0,pass,1,shotgun,shotgun_pass,15.0,0.9788363613770344,1.0
sample_07,3482,2022_06_JAX_IND,6,JAX,IND,3.0,pass,1,shotgun,shotgun_pass,18.0,2.7998209844809026,1.0
sample_07,141,2022_07_ATL_CIN,7,CIN,ATL,1.0,pass,1,shotgun,shotgun_pass,60.0,4.530239145969972,1.0
sample_07,1090,2022_13_GB_CHI,13,CHI,GB,3.0,pass,1,shotgun,shotgun_pass,15.0,2.038378083147109,1.0
sample_07,3850,2022_02_MIA_BAL,2,MIA,BAL,2.0,pass,1,shotgun,shotgun_pass,21.0,1.5782398832961917,1.0
sample_07,1171,2022_10_JAX_KC,10,KC,JAX,2.0,pass,1,shotgun,shotgun_pass,18.0,2.013924285885878,1.0
sample_07,1169,2022_07_NYG_JAX,7,NYG,JAX,2.0,pass,1,shotgun,shotgun_pass,17.0,1.3778205453418195,1.0
sample_07,380,2022_17_MIA_NE,17,NE,MIA,1.0,pass,1,shotgun,shotgun_pass,17.0,1.027928472030908,1.0
sample_07,3135,2022_17_MIA_NE,17,NE,MIA,1.0,pass,1,shotgun,shotgun_pass,16.0,0.9559038719162344,1.0
sample_07,4058,2022_09_LA_TB,9,TB,LA,1.0,pass,1,shotgun,shotgun_pass,28.0,1.2633615805534646,1.0
sample_07,4488,2022_01_IND_HOU,1,IND,HOU,2.0,pass,1,shotgun,shotgun_pass,15.0,1.6814596193144098,1.0
