sample_id,play_id,game_id,week,posteam,defteam,down,play_type,shotgun,formation,formation_playtype,yards_gained,epa,success
sample_06,2469,2022_05_DET_NE,5,DET,NE,1.0,pass,0,under_center,under_center_pass,36.0,2.509826950263232,1.0
sample_06,641,2022_10_DEN_TEN,10,TEN,DEN,1.0,pass,0,under_center,under_center_pass,25.0,1.6390306050889194,1.0
sample_06,1325,2022_18_HOU_IND,18,IND,HOU,1.0,run,0,under_center,under_center_run,0.0,-0.3718142393045127,0.0
sample_06,3362,2022_11_PHI_IND,11,IND,PHI,1.0,run,0,under_center,under_center_run,0.0,-0.420358396397205,0.0
sample_06,2312,2022_18_MIN_CHI,18,MIN,CHI,2.0,run,0,under_center,under_center_run,0.0,-0.4812373417662456,0.0
sample_06,2513,2022_05_IND_DEN,5,IND,DEN,1.0,run,0,under_center,under_center_run,-1.0,-0.753713808953762,0.0
sample_06,327,2022_09_TEN_KC,9,KC,TEN,1.0,run,0,under_center,under_center_run,0.0,-0.4235760088777169,0.0
sample_06,3058,2022_10_DEN_TEN,10,DEN,TEN,1.0,run,0,under_center,under_center_run,-1.0,-0.7716613216325641,0.0
sample_06,2580,2022_09_BUF_NYJ,9,BUF,NYJ,2.0,run,0,under_center,under_center_run,0.0,-0.638302025385201,0.0
sample_06,480,2022_03_LV_TEN,3,LV,TEN,1.0,run,0,under_center,under_center_run,-4.0,-1.2173174497438597,0.0
sample_06,930,2022_16_DET_CAR,16,DET,CAR,1.0,run,0,under_center,under_center_run,0.0,-5.491123399173375,0.0
sample_06,1148,2022_06_TB_PIT,6,TB,PIT,2.0,run,0,under_center,under_center_run,-3.0,-1.7306152289384045,0.0
sample_06,3023,2022_11_CLE_BUF,11,BUF,CLE,2.0,run,0,under_center,under_center_run,0.0,-0.701970920083113,0.0
sample_06,990,2022_03_PHI_WAS,3,PHI,WAS,1.0,run,1,shotgun,shotgun_run,1.0,-0.4169438469689339,0.0
sample_06,3633,2022_11_PHI_IND,11,PHI,IND,3.0,run,1,shotgun,shotgun_run,2.0,-1.303295181307476,0.0
sample_06,1035,2022_02_SEA_SF,2,SEA,SF,1.0,pass,1,shotgun,shotgun_pass,17.0,1.013294338947162,1.0
sample_06,735,2022_03_ATL_SEA,3,SEA,ATL,2.0,pass,1,shotgun,shotgun_pass,18.0,2.9514254987007007,1.0
sample_06,1401,2022_05_CIN_BAL,5,CIN,BAL,1.0,pass,1,shotgun,shotgun_pass,33.0,2.281780798570253,1.0
sample_06,105,2022_05_SF_CAR,5,SF,CAR,3.0,pass,1,shotgun,shotgun_pass,20.0,2.523157891817391,1.0
sample_06,1839,2022_13_DEN_BAL,13,BAL,DEN,2.0,pass,1,shotgun,shotgun_pass,16.0,0.2146668373898137,1.0
sample_06,3004,2022_14_KC_DEN,14,KC,DEN,2.0,pass,1,shotgun,shotgun_pass,19.0,1.497915195825044,1.0
sample_06,1154,2022_13_IND_DAL,13,DAL,IND,3.0,pass,1,shotgun,shotgun_pass,22.0,1.8397677761968223,1.0
sample_06,434,2022_13_KC_CIN,13,KC,CIN,3.0,pass,1,shotgun,shotgun_pass,18.0,2.1917575453408062,1.0
sample_06,2677,2022_06_JAX_IND,6,IND,JAX,2.0,pass,1,shotgun,shotgun_pass,18.0,1.862874193582684,1.0
sample_06,2628,2022_11_CIN_PIT,11,CIN,PIT,2.0,pass,1,shotgun,shotgun_pass,33.0,2.355172185692936,1.0
sample_06,970,2022_18_MIN_CHI,18,MIN,CHI,3.0,pass,1,shotgun,shotgun_pass,16.0,2.525157589931041,1.0
sample_06,2007,2022_02_SEA_SF,2,SEA,SF,2.0,pass,1,shotgun,shotgun_pass,17.0,-0.4726514466456137,0.0
sample_06,151,2022_06_NE_CLE,6,NE,CLE,3.0,pass,1,shotgun,shotgun_pass,17.0,2.499508789042011,1.0
sample_06,622,2022_15_IND_MIN,15,IND,MIN,1.0,pass,1,shotgun,shotgun_pass,36.0,2.638618188793771,1.0
sample_06,1491,2022_14_LV_LA,14,LV,LA,3.0,pass,1,shotgun,shotgun_pass,35.0,2.573595077090431,1.0
